,school name,federal loan rate,t9 cost for public schools,t9 cost for private schools,tuition revenue per full time enrollment,tuition cost for in state students,part time student retention rate for 4y,full time students <4y,full time students in 4y,cost of attendance w fam other expenses,compl rate for <4y (white),compl rate for <4y (2 or more races),compl rate for <4y (hawaiian/pac islander),compl rate for <4y (hispanic),compl rate for <4y (black),compl rate for <4y (american indian),compl rate less than 4y (american indian),compl rate for 4y (white),compl rate for 4y (2 or more races),compl rate for 4y (hawaiian/pac islander),compl rate for 4y (hispanic),compl rate for 4y (black),compl rate for 4y (asian),compl rate for 4y (american indian),1st-time fulltime compl 4y (2y avg),1st-time fulltime compl 4y,id,latitude,longitude
228,Career Academy of Beauty,0.4809,0.0,9.0,12460.0,0.0,0.0,0.7742,0.0,0.0,0.8182,1.0,0.0,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111513,33.781018,-118.031697
229,Casa Loma College-Los Angeles,0.6568,0.0,12.0,14499.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0,0.0,0.5556,1.0,1.0,0.0,0.4715,0.6207,111638,34.192829,-118.457781
230,CET-San Diego,0.2118,0.0,24.0,13109.0,0.0,0.0,0.9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111708,32.711302,-117.105328
231,CET-San Jose,0.3033,0.0,25.0,13268.0,0.0,0.0,0.6354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111717,37.322723,-121.88698
232,CET-El Centro,0.0945,0.0,3.0,13887.0,0.0,0.0,0.9295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111726,32.790908,-115.549079
233,CET-Colton,0.4698,0.0,18.0,14175.0,0.0,0.0,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111744,34.077381,-117.353488
234,CET-Watsonville,0.1693,0.0,9.0,13145.0,0.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111762,36.931833,-121.767991
235,CET-Salinas,0.1166,0.0,23.0,11317.0,0.0,0.0,0.8654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111799,36.707333,-121.65236
236,Cerritos College,0.0206,1182.0,0.0,580.0,1346.0,0.0,0.6646,0.0,4276.0,0.4828,0.3158,0.0,0.305,0.2813,0.5769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111887,33.886874,-118.097337
237,Cerro Coso Community College,0.0099,53.0,0.0,558.0,1384.0,0.0,0.6022,0.0,4275.0,0.2597,0.3182,0.0,0.2278,0.3913,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111896,35.567525,-117.66767
238,Chabot College,0.0063,274.0,0.0,1102.0,1150.0,0.0,0.7139,0.0,4734.0,0.3977,0.2973,0.2,0.283,0.2051,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111920,37.642458,-122.105636
239,Chaffey College,0.0009,518.0,0.0,830.0,1184.0,0.0,0.6907,0.0,4274.0,0.3699,0.2653,0.0,0.2507,0.1681,0.4435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111939,34.147663,-117.573932
240,Chapman University,0.4365,0.0,1260.0,33899.0,58634.0,0.7727,0.0,0.8833,4570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8037,0.8462,1.0,0.7371,0.7727,0.8613,0.8,0.7996,0.799,111948,33.79302,-117.852518
241,Charles R Drew University of Medicine and Science,0.6624,0.0,24.0,26360.0,14954.0,0.25,0.0,0.625,4761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,111966,33.925658,-118.242791
242,Concordia University-Irvine,0.6045,0.0,220.0,15643.0,38740.0,0.0,0.0,0.7193,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7447,0.7647,0.0,0.6104,0.619,0.625,1.0,0.6341,0.6796,112075,33.653665,-117.812305
243,San Diego Christian College,0.5139,0.0,38.0,19047.0,34310.0,0.1667,0.0,0.5958,4276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857,0.25,0.0,0.5,0.2857,1.0,1.0,0.5206,0.473,112084,32.842404,-116.978112
244,Church Divinity School of the Pacific,0.0,0.0,0.0,3306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112127,37.876184,-122.261122
245,Citrus College,0.0075,425.0,0.0,917.0,1196.0,0.0,0.705,0.0,4275.0,0.4233,0.5116,0.3333,0.3663,0.3235,0.5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112172,34.13537,-117.886469
246,Citrus Heights Beauty College,0.5033,0.0,37.0,5532.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112181,38.712951,-121.289529
247,City College of San Francisco,0.0049,280.0,0.0,1196.0,1168.0,0.0,0.6906,0.0,3843.0,0.349,0.254,0.1176,0.1867,0.2375,0.4938,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112190,37.725953,-122.451155
248,Claremont Graduate University,0.0,0.0,0.0,33760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112251,34.103585,-117.713703
249,Claremont McKenna College,0.1656,0.0,108.0,34221.0,58111.0,1.0,0.0,0.9261,10410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9237,0.9048,0.0,0.9623,0.8462,0.9444,0.0,0.925,0.9271,112260,34.102154,-117.711188
250,Milan Institute-Visalia,0.5695,0.0,115.0,7987.0,0.0,0.0,0.7783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112288,36.27164,-119.312151
251,Clovis Adult Education,0.0,44.0,0.0,2677.0,0.0,0.0,0.8075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112367,36.834459,-119.690369
252,Coastline Community College,0.0109,45.0,0.0,1094.0,1170.0,0.0,0.4936,0.0,4163.0,0.4,0.1667,0.0,0.0833,0.0,0.4146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112385,33.715634,-117.929143
253,University of Silicon Valley,0.6537,0.0,14.0,24099.0,21784.0,0.4194,0.0,0.6316,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1818,0.0,0.4737,0.3333,0.7222,0.6667,0.4494,0.4393,112394,37.414049,-121.94087
254,Coba Academy,0.6012,0.0,40.0,13766.0,0.0,0.0,0.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112455,33.841141,-117.943108
255,Western University of Health Sciences,0.0,0.0,0.0,45295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112525,34.058092,-117.747732
256,Columbia College,0.0,47.0,0.0,546.0,1270.0,0.0,0.5407,0.0,4236.0,0.3896,0.0,0.5,0.3585,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112561,38.030367,-120.388385
257,Columbia College Hollywood,0.6974,0.0,79.0,12774.0,26175.0,0.3448,0.0,0.5441,4635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323,0.8,0.0,0.6316,0.2895,0.4444,0.0,0.5255,0.4583,112570,34.17972,-118.538793
258,Compton College,0.0067,72.0,0.0,413.0,1142.0,0.0,0.4773,0.0,4275.0,0.2,0.2,0.0,0.1529,0.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112686,33.878226,-118.209463
259,Contra Costa College,0.0107,62.0,0.0,741.0,1312.0,0.0,0.6655,0.0,4788.0,0.0833,0.2,0.0,0.1897,0.1034,0.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112826,37.969381,-122.337377
260,Cosumnes River College,0.0222,469.0,0.0,514.0,1288.0,0.0,0.7055,0.0,4274.0,0.3877,0.2262,0.1538,0.231,0.1758,0.3559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113096,38.45295,-121.423108
261,Crafton Hills College,0.0,177.0,0.0,515.0,1178.0,0.0,0.6713,0.0,3276.0,0.3404,0.4167,0.0,0.2852,0.0625,0.4688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113111,34.039178,-117.101173
262,Cuesta College,0.0208,110.0,0.0,1275.0,1338.0,0.0,0.679,0.0,5400.0,0.4777,0.4878,0.0,0.3592,0.5,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113193,35.331276,-120.742235
263,Cuyamaca College,0.0017,178.0,0.0,852.0,1340.0,0.0,0.7058,0.0,4200.0,0.3763,0.3913,0.5,0.278,0.2,0.6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113218,32.744954,-116.943507
264,Cypress College,0.0099,670.0,0.0,751.0,1146.0,0.0,0.0,0.0,4781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.4222,0.5,0.2316,0.2188,0.5068,0.5,0.3167,0.3281,113236,33.82833,-118.025143
265,De Anza College,0.0202,701.0,0.0,1585.0,1562.0,0.0,0.7785,0.0,4842.0,0.6936,0.7207,0.2857,0.475,0.5122,0.7914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113333,37.319914,-122.045783
266,International School of Beauty Inc,0.4038,0.0,17.0,7831.0,0.0,0.0,0.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113449,33.729555,-116.403928
267,Dell'Arte International School of Physical Theatre,0.0,0.0,0.0,18324.0,15400.0,0.0,0.0,0.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113537,40.880924,-123.988808
268,College of the Desert,0.0003,617.0,0.0,658.0,1326.0,0.0,0.6775,0.0,4277.0,0.3533,0.2432,0.0,0.2813,0.1667,0.5405,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113573,33.732108,-116.388271
269,Design Institute of San Diego,0.3306,0.0,2.0,24627.0,25613.0,0.6667,0.0,0.75,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.4474,0.5,113582,32.880926,-117.167374
270,Diablo Valley College,0.0086,239.0,0.0,1692.0,1312.0,0.0,0.7414,0.0,4788.0,0.3938,0.3504,0.7143,0.2866,0.2982,0.5878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113634,37.968516,-122.073142
271,Dominican University of California,0.5993,0.0,203.0,18929.0,47910.0,0.0,0.0,0.8407,4348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263,0.8333,0.75,0.6818,0.7222,0.8955,0.6667,0.7583,0.7738,113698,37.981279,-122.512051
272,Dominican School of Philosophy & Theology,0.0,0.0,0.0,5605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113704,37.881099,-122.264612
273,East Los Angeles College,0.0033,669.0,0.0,708.0,1238.0,0.0,0.6412,0.0,4275.0,0.25,0.3077,1.0,0.2206,0.2903,0.6457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113856,34.040531,-118.148785
274,El Camino Community College District,0.0071,966.0,0.0,926.0,1144.0,0.0,0.6929,0.0,4275.0,0.4869,0.4365,0.0417,0.3295,0.2158,0.593,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113980,33.885229,-118.329913
275,Emperor's College of Traditional Oriental Medicine,0.0,0.0,0.0,9847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114114,34.030438,-118.485119
276,Empire College,0.4398,0.0,62.0,14597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129,1.0,0.0,0.625,0.0,0.0,1.0,0.5903,0.5897,114123,38.468052,-122.729337
277,Evergreen Valley College,0.0032,272.0,0.0,845.0,1366.0,0.0,0.7788,0.0,4788.0,0.375,0.5417,0.0,0.2432,0.3636,0.4985,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114266,37.30167,-121.76561
278,FIDM-Fashion Institute of Design & Merchandising,0.4614,0.0,207.0,28372.0,32645.0,0.8571,0.0,0.8584,4163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7321,0.8,0.8333,0.7655,0.6471,0.7015,0.8,0.7313,0.7378,114354,34.044209,-118.25993
279,Feather River Community College District,0.0458,45.0,0.0,480.0,1461.0,0.0,0.0,0.8214,3276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263,0.0,0.3333,0.5172,0.1724,0.8,0.4,0.3154,0.3441,114433,39.953101,-120.973067
280,Federico Beauty Institute,0.5156,0.0,34.0,9117.0,0.0,0.0,0.7949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114460,38.64883,-121.497761
281,Fielding Graduate University,0.0,0.0,0.0,24385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114549,34.42941,-119.717161
282,Five Branches University,0.0,0.0,0.0,9189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114585,36.964348,-121.998245
283,Redondo Beach Beauty College,0.2277,0.0,0.0,4800.0,0.0,0.0,0.9677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114637,33.873098,-118.372137
284,Foothill College,0.016,156.0,0.0,1764.0,1565.0,1.0,0.0,1.0,4842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506,0.551,0.1429,0.4258,0.2,0.654,0.0,0.5831,0.5763,114716,37.361655,-122.127964
285,Franciscan School of Theology,0.0,0.0,0.0,14488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114734,32.770816,-117.192073
286,Fredrick and Charles Beauty College,0.0,0.0,10.0,8476.0,0.0,0.0,0.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114761,40.798885,-124.164986
287,Fresno City College,0.0028,870.0,0.0,507.0,1304.0,0.0,0.6015,0.0,4413.0,0.3093,0.2405,0.2222,0.2089,0.1238,0.3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114789,36.768164,-119.796096
288,Fresno Pacific University,0.6237,0.0,101.0,16964.0,33452.0,0.9,0.0,0.7143,3225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7128,1.0,1.0,0.6944,0.3846,0.6364,0.75,0.6751,0.6768,114813,36.726831,-119.735199
289,Fuller Theological Seminary,0.0,0.0,0.0,11599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114840,34.14778,-118.140261
290,Fullerton College,0.0247,872.0,0.0,694.0,1154.0,0.0,0.6875,0.0,5873.0,0.4338,0.4423,0.25,0.2906,0.14,0.525,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114859,33.875514,-117.918255
291,Gavilan College,0.0007,127.0,0.0,520.0,1166.0,0.0,0.672,0.0,4698.0,0.3592,0.3125,0.0,0.3069,0.0,0.3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114938,36.972627,-121.569842
292,Gemological Institute of America-Carlsbad,0.0949,0.0,6.0,21382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114947,33.131313,-117.318765
293,Glendale Community College,0.0171,507.0,0.0,803.0,1171.0,0.0,0.6957,0.0,4276.0,0.4904,0.1786,0.0,0.253,0.0952,0.4239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115001,34.16745,-118.227666
294,Glendale Career College,0.6897,0.0,81.0,21785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.6667,0.0,0.6279,0.3333,0.4643,1.0,0.6271,0.5868,115010,34.149771,-118.254719
295,Golden Gate University,0.1933,0.0,0.0,19341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115083,37.789374,-122.398969
296,Golden West College,0.0112,460.0,0.0,1059.0,1186.0,0.0,0.6782,0.0,4275.0,0.4247,0.339,0.0833,0.3413,0.3636,0.5655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115126,33.732531,-118.002568
297,Graduate Theological Union,0.0,0.0,0.0,7664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115214,37.87554,-122.261847
298,Grossmont College,0.0076,523.0,0.0,618.0,1332.0,0.0,0.6772,0.0,4200.0,0.3442,0.2435,0.1,0.2408,0.188,0.4706,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115296,32.815246,-117.006277
299,Salon Success Academy-Riverside,0.7164,0.0,11.0,9478.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115357,33.943149,-117.391024
300,Hartnell College,0.0015,396.0,0.0,444.0,1400.0,0.0,0.6444,0.0,4275.0,0.5,0.4211,0.0,0.34,0.3529,0.4839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115393,36.675091,-121.666054
301,Harvey Mudd College,0.3466,0.0,89.0,38290.0,60703.0,0.0,0.0,0.9442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9846,0.875,1.0,0.8974,0.7,1.0,0.0,0.936,0.9439,115409,34.106515,-117.709837
302,Hilltop Beauty School,0.0,0.0,13.0,5665.0,0.0,0.0,0.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115658,37.705502,-122.461467
303,Holy Names University,0.6305,0.0,117.0,16045.0,40904.0,0.5,0.0,0.6438,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.0,0.6667,0.5,0.7368,0.6667,0.0,0.4976,0.5798,115728,37.802276,-122.187804
304,Pacifica Graduate Institute,0.0,0.0,0.0,21959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115746,34.420881,-119.580414
305,California State Polytechnic University-Humboldt,0.392,320.0,0.0,4058.0,7864.0,0.4737,0.0,0.7335,3344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5213,0.4646,0.0,0.441,0.2826,0.5789,0.5385,0.4848,0.475,115755,40.877481,-124.078293
306,Humphreys University-Stockton and Modesto Campuses,0.7577,0.0,4.0,14590.0,14580.0,0.0,0.0,1.0,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.5556,1.0,1.0,0.0,0.625,0.7222,115773,38.011489,-121.316918
307,Imperial Valley College,0.0,509.0,0.0,423.0,1126.0,0.0,0.7414,0.0,5400.0,0.2424,0.5,0.0,0.3651,0.25,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115861,32.827209,-115.503563
308,Institute for Business and Technology,0.4607,0.0,156.0,13943.0,0.0,0.0,0.8408,0.0,0.0,0.8519,1.0,1.0,0.7892,0.25,0.9565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115931,37.368642,-121.969541
309,Interior Designers Institute,0.4676,0.0,0.0,21546.0,20250.0,0.0,0.0,0.0,5571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5455,0.6,116226,33.641393,-117.865722
310,International School of Cosmetology,0.6083,0.0,9.0,10217.0,0.0,0.0,0.5942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116350,34.080053,-118.361176
311,Irvine Valley College,0.0059,335.0,0.0,1385.0,1148.0,0.0,0.798,0.0,4275.0,0.5363,0.5435,0.0,0.4121,0.3158,0.6589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116439,33.675381,-117.777539
312,Bellus Academy-El Cajon,0.4747,0.0,3.0,11215.0,0.0,0.0,0.875,0.0,0.0,0.72,0.6667,1.0,0.8,0.6667,0.6667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116563,32.794072,-116.94627
313,American Jewish University,0.2857,0.0,0.0,7348.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676,0.5,116846,34.128153,-118.471706
314,Reedley College,0.0028,190.0,0.0,471.0,1304.0,0.0,0.4703,0.0,4413.0,0.4172,0.2174,0.0,0.3325,0.25,0.5217,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117052,36.605428,-119.458555
315,Life Pacific University,0.6224,0.0,62.0,12354.0,18300.0,0.0,0.0,0.5905,4375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054,0.625,0.0,0.5313,0.6667,1.0,0.0,0.5,0.5111,117104,34.098705,-117.829388
316,University of La Verne,0.5784,0.0,562.0,19968.0,45850.0,0.5,0.0,0.7911,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6918,0.7895,0.6,0.709,0.6286,0.6667,0.0,0.6792,0.6936,117140,34.100855,-117.773262
317,Laguna College of Art and Design,0.5505,0.0,60.0,23823.0,33600.0,0.7143,0.0,0.7755,4967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083,0.3333,0.0,0.6875,1.0,0.8,0.0,0.6892,0.7037,117168,33.561448,-117.772564
318,Lake Tahoe Community College,0.0073,28.0,0.0,1574.0,1131.0,0.0,0.4229,0.0,4698.0,0.383,1.0,0.0,0.3962,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117195,38.926797,-119.972574
319,Lancaster Beauty School,0.2589,0.0,6.0,16052.0,0.0,0.0,0.9254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117238,34.694914,-118.147547
320,Laney College,0.005,53.0,0.0,1417.0,1148.0,0.0,0.5659,0.0,6796.0,0.1923,0.2222,0.0,0.2063,0.1848,0.3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117247,37.797257,-122.26283
321,Lassen Community College,0.0038,18.0,0.0,736.0,1127.0,0.0,0.5419,0.0,4164.0,0.2667,0.3125,0.0,0.3529,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117274,40.432053,-120.633271
322,Latin American Bible Institute,0.1017,0.0,4.0,9741.0,9640.0,0.0,0.0,0.6429,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3235,0.2222,117283,34.030992,-117.989601
323,Life Chiropractic College West,0.0,0.0,0.0,33974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117520,37.638099,-122.117619
324,Lincoln University,0.3563,0.0,4.0,7949.0,11420.0,0.0,0.0,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7547,0.7273,117557,37.804788,-122.269745
325,Southern California Seminary,0.4,0.0,0.0,11068.0,17736.0,1.0,0.0,1.0,4371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,117575,32.799614,-116.905461
326,La Sierra University,0.5607,0.0,195.0,31013.0,34218.0,0.6,0.0,0.7573,7851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4872,0.5,0.3333,0.4597,0.4615,0.463,0.0,0.4889,0.449,117627,33.910704,-117.500054
327,Loma Linda University,0.6224,0.0,0.0,38381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117636,34.051241,-117.260605
328,Long Beach City College,0.0137,1463.0,0.0,717.0,1556.0,0.0,0.6642,0.0,4275.0,0.3498,0.2617,0.1875,0.1969,0.1878,0.2819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117645,33.833593,-118.135633
329,Southern California University of Health Sciences,0.1699,0.0,0.0,19662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,117672,33.922966,-117.983401
330,Los Angeles Harbor College,0.0031,193.0,0.0,803.0,1238.0,0.0,0.6944,0.0,4275.0,0.2353,0.1053,0.0,0.2528,0.2391,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117690,33.785825,-118.283549
